emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ01141,1.6,6,1.6,6,HEAVY,ROUTE-PRIMARY
REQ01142,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ01143,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ01144,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ01145,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01146,4.3,9,4.3,9,NORMAL,ROUTE-PRIMARY
REQ01147,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01148,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01149,3.8,8,3.8,8,MODERATE,ROUTE-PRIMARY
REQ01150,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01151,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ01152,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01153,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01154,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01155,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ01156,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01157,1.8,7,1.8,7,MODERATE,ROUTE-PRIMARY
REQ01158,3.7,11,3.7,11,MODERATE,ROUTE-PRIMARY
REQ01159,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ01160,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01161,3.4,11,3.4,11,NORMAL,ROUTE-PRIMARY
REQ01162,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ01163,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01164,5.3,12,5.3,12,NORMAL,ROUTE-PRIMARY
REQ01165,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01166,3.8,11,3.8,11,NORMAL,ROUTE-PRIMARY
REQ01167,4.5,13,4.5,13,NORMAL,ROUTE-PRIMARY
REQ01168,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ01169,5.5,8,5.5,8,MODERATE,ROUTE-PRIMARY
REQ01170,1.1,3,1.1,2,NORMAL,ROUTE-PRIMARY
REQ01171,4.2,9,4.2,9,HEAVY,ROUTE-PRIMARY
REQ01172,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ01173,4.2,8,4.2,8,MODERATE,ROUTE-PRIMARY
REQ01174,1.9,7,1.9,7,HEAVY,ROUTE-PRIMARY
REQ01175,3,10,3,10,NORMAL,ROUTE-PRIMARY
REQ01176,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ01177,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01178,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01179,4.8,15,4.9,14,NORMAL,ROUTE-PRIMARY
REQ01180,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01181,2.8,8,2.8,8,MODERATE,ROUTE-PRIMARY
REQ01182,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ01183,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ01184,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01185,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01186,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01187,1.6,6,1.6,5,NORMAL,ROUTE-PRIMARY
REQ01188,2.9,6,2.9,6,NORMAL,ROUTE-PRIMARY
REQ01189,1.9,7,1.9,7,HEAVY,ROUTE-PRIMARY
REQ01190,5.8,11,5.8,11,NORMAL,ROUTE-PRIMARY
REQ01191,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ01192,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01193,1.8,6,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01194,2.8,10,2.8,10,NORMAL,ROUTE-PRIMARY
REQ01195,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ01196,1.8,6,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01197,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01198,1.6,3,1.6,3,NORMAL,ROUTE-PRIMARY
REQ01199,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01200,2.3,5,2.3,5,MODERATE,ROUTE-PRIMARY
REQ01201,2.6,5,2.6,5,NORMAL,ROUTE-PRIMARY
REQ01202,2.4,6,2.4,6,MODERATE,ROUTE-PRIMARY
REQ01203,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01204,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ01205,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01206,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01207,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01208,3.9,11,3.9,11,MODERATE,ROUTE-PRIMARY
REQ01209,2.5,9,2.5,9,MODERATE,ROUTE-PRIMARY
REQ01210,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01211,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01212,2.1,4,2.1,4,NORMAL,ROUTE-PRIMARY
REQ01213,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01214,4.3,9,4.3,9,MODERATE,ROUTE-PRIMARY
REQ01215,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01216,4.8,14,4.8,14,HEAVY,ROUTE-PRIMARY
REQ01217,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ01218,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ01219,1.2,5,1.2,5,NORMAL,ROUTE-PRIMARY
REQ01220,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01221,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ01222,4,11,4,11,NORMAL,ROUTE-PRIMARY
REQ01223,2.8,9,2.8,9,MODERATE,ROUTE-PRIMARY
REQ01224,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ01225,4.3,14,4.3,14,NORMAL,ROUTE-PRIMARY
REQ01226,2.6,9,2.6,9,MODERATE,ROUTE-PRIMARY
REQ01227,0.6,2,0.6,1,NORMAL,ROUTE-PRIMARY
REQ01228,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ01229,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ01230,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ01231,1.8,5,1.8,5,HEAVY,ROUTE-PRIMARY
REQ01232,4.1,12,4.1,12,NORMAL,ROUTE-PRIMARY
REQ01233,14.3,24,14.3,24,NORMAL,ROUTE-PRIMARY
REQ01234,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01235,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01236,1.8,7,1.8,6,NORMAL,ROUTE-PRIMARY
REQ01237,2.2,7,2.2,7,MODERATE,ROUTE-PRIMARY
REQ01238,4.3,13,4.3,13,NORMAL,ROUTE-PRIMARY
REQ01239,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01240,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01241,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ01242,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ01243,1.5,3,1.5,3,HEAVY,ROUTE-PRIMARY
REQ01244,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ01245,2.9,10,2.9,10,MODERATE,ROUTE-PRIMARY
REQ01246,2.8,7,2.8,7,HEAVY,ROUTE-PRIMARY
REQ01247,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01248,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ01249,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ01250,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01251,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01252,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01253,4.2,9,4.2,9,MODERATE,ROUTE-PRIMARY
REQ01254,2.3,5,2.3,5,MODERATE,ROUTE-PRIMARY
REQ01255,6.6,13,6.6,13,HEAVY,ROUTE-PRIMARY
REQ01256,2.8,10,2.8,10,NORMAL,ROUTE-PRIMARY
REQ01257,2.3,4,2.3,4,MODERATE,ROUTE-PRIMARY
REQ01258,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ01259,3.6,10,3.6,10,NORMAL,ROUTE-PRIMARY
REQ01260,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01261,0.9,3,0.9,3,HEAVY,ROUTE-PRIMARY
REQ01262,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01263,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01264,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01265,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01266,2.3,9,2.3,8,MODERATE,ROUTE-PRIMARY
REQ01267,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01268,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01269,3,8,3,8,NORMAL,ROUTE-PRIMARY
REQ01270,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ01271,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ01272,1.9,6,1.9,5,NORMAL,ROUTE-PRIMARY
REQ01273,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01274,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ01275,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01276,0.8,2,0.8,2,HEAVY,ROUTE-PRIMARY
REQ01277,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01278,2.3,9,2.3,9,MODERATE,ROUTE-PRIMARY
REQ01279,3.2,8,3.2,8,HEAVY,ROUTE-PRIMARY
REQ01280,3.1,9,3.1,8,NORMAL,ROUTE-PRIMARY
REQ01281,3.7,9,3.7,9,NORMAL,ROUTE-PRIMARY
REQ01282,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01283,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01284,3.7,11,3.7,11,MODERATE,ROUTE-PRIMARY
REQ01285,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01286,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ01287,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01288,2.6,6,2.6,6,NORMAL,ROUTE-PRIMARY
REQ01289,5.3,10,5.3,10,MODERATE,ROUTE-PRIMARY
REQ01290,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ01291,2.3,7,2.3,6,NORMAL,ROUTE-PRIMARY
REQ01292,2,8,2,8,NORMAL,ROUTE-PRIMARY
REQ01293,6.4,11,6.4,11,MODERATE,ROUTE-PRIMARY
REQ01294,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01295,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ01296,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01297,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ01298,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01299,2.5,4,2.5,4,NORMAL,ROUTE-PRIMARY
REQ01300,5,13,5,13,NORMAL,ROUTE-PRIMARY
REQ01301,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01302,3.2,6,3.2,6,MODERATE,ROUTE-PRIMARY
REQ01303,3.4,8,3.4,8,NORMAL,ROUTE-PRIMARY
REQ01304,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01305,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01306,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ01307,3,8,3,8,MODERATE,ROUTE-PRIMARY
REQ01308,1.9,7,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01309,1.2,5,1.2,5,HEAVY,ROUTE-PRIMARY
REQ01310,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01311,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ01312,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ01313,1.5,3,1.5,3,MODERATE,ROUTE-PRIMARY
REQ01314,1.9,7,1.9,6,MODERATE,ROUTE-PRIMARY
REQ01315,2.1,8,2.1,8,HEAVY,ROUTE-PRIMARY
REQ01316,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ01317,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ01318,1.6,5,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01319,2.5,8,2.5,8,MODERATE,ROUTE-PRIMARY
REQ01320,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ01321,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ01322,1.5,5,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01323,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ01324,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01325,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ01326,2.2,5,2.2,5,MODERATE,ROUTE-PRIMARY
REQ01327,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01328,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ01329,1.3,4,1.3,3,MODERATE,ROUTE-PRIMARY
REQ01330,2.6,8,2.6,8,HEAVY,ROUTE-PRIMARY
REQ01331,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ01332,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01333,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ01334,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ01335,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ01336,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01337,2.1,6,2.1,6,MODERATE,ROUTE-PRIMARY
REQ01338,3.1,10,3.1,10,MODERATE,ROUTE-PRIMARY
REQ01339,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ01340,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ01341,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01342,0.9,2,0.9,2,HEAVY,ROUTE-PRIMARY
REQ01343,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01344,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01345,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ01346,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01347,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01348,2.7,8,2.7,8,HEAVY,ROUTE-PRIMARY
REQ01349,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ01350,3,10,3,9,NORMAL,ROUTE-PRIMARY
REQ01351,2.9,10,2.9,10,NORMAL,ROUTE-PRIMARY
REQ01352,2.6,6,2.6,5,MODERATE,ROUTE-PRIMARY
REQ01353,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01354,6.3,14,6.3,14,HEAVY,ROUTE-PRIMARY
REQ01355,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ01356,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01357,4.7,15,4.7,15,NORMAL,ROUTE-PRIMARY
REQ01358,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ01359,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01360,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ01361,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01362,5.5,9,5.5,9,MODERATE,ROUTE-PRIMARY
REQ01363,4.4,11,4.4,11,HEAVY,ROUTE-PRIMARY
REQ01364,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ01365,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01366,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01367,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ01368,3.1,8,3.1,7,MODERATE,ROUTE-PRIMARY
REQ01369,6.5,14,6.5,14,MODERATE,ROUTE-PRIMARY
REQ01370,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01371,1.7,6,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01372,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01373,3.1,9,3.1,9,NORMAL,ROUTE-PRIMARY
REQ01374,0.1,2,0.1,1,NORMAL,ROUTE-PRIMARY
REQ01375,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01376,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ01377,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01378,3.5,9,3.5,9,NORMAL,ROUTE-PRIMARY
REQ01379,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ01380,2.5,5,2.5,5,NORMAL,ROUTE-PRIMARY
REQ01381,1.3,4,1.3,3,NORMAL,ROUTE-PRIMARY
REQ01382,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ01383,1.5,6,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01384,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ01385,1.4,3,1.4,3,NORMAL,ROUTE-PRIMARY
REQ01386,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01387,0.8,2,0.8,2,HEAVY,ROUTE-PRIMARY
REQ01388,2.3,8,2.3,8,MODERATE,ROUTE-PRIMARY
REQ01389,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ01390,0.6,2,0.6,2,HEAVY,ROUTE-PRIMARY
REQ01391,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01392,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01393,2.5,10,2.5,10,NORMAL,ROUTE-PRIMARY
REQ01394,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01395,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ01396,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ01397,7.2,16,7.2,16,NORMAL,ROUTE-PRIMARY
REQ01398,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01399,2.6,5,2.6,5,NORMAL,ROUTE-PRIMARY
REQ01400,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ01401,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ01402,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ01403,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ01404,3,10,3,10,NORMAL,ROUTE-PRIMARY
REQ01405,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ01406,2.7,9,2.7,9,NORMAL,ROUTE-PRIMARY
REQ01407,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01408,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ01409,2,4,2,4,NORMAL,ROUTE-PRIMARY
REQ01410,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01411,2.3,9,2.3,9,NORMAL,ROUTE-PRIMARY
REQ01412,2.2,5,2.2,5,NORMAL,ROUTE-PRIMARY
REQ01413,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01414,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ01415,5.2,15,5.2,15,NORMAL,ROUTE-PRIMARY
REQ01416,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01417,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01418,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01419,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ01420,3.8,11,3.8,11,NORMAL,ROUTE-PRIMARY
REQ01421,3,11,3,11,NORMAL,ROUTE-PRIMARY
REQ01422,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01423,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01424,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ01425,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01426,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01427,1,2,1,2,NORMAL,ROUTE-PRIMARY
REQ01428,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01429,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01430,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01431,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01432,0.5,2,0.5,2,HEAVY,ROUTE-PRIMARY
REQ01433,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01434,4.3,14,4.3,14,MODERATE,ROUTE-PRIMARY
REQ01435,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ01436,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ01437,3.3,10,3.3,10,MODERATE,ROUTE-PRIMARY
REQ01438,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01439,3.9,11,3.9,11,MODERATE,ROUTE-PRIMARY
REQ01440,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01441,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01442,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ01443,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01444,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ01445,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ01446,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ01447,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01448,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01449,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01450,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ01451,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ01452,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01453,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01454,2.5,8,2.5,8,MODERATE,ROUTE-PRIMARY
REQ01455,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01456,5.6,10,5.6,10,NORMAL,ROUTE-PRIMARY
REQ01457,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01458,5.7,13,5.7,13,NORMAL,ROUTE-PRIMARY
REQ01459,2.7,7,2.7,7,HEAVY,ROUTE-PRIMARY
REQ01460,4.2,12,4.2,12,NORMAL,ROUTE-PRIMARY
REQ01461,0.7,3,0.7,3,MODERATE,ROUTE-PRIMARY
REQ01462,3.5,9,3.5,9,NORMAL,ROUTE-PRIMARY
REQ01463,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01464,2.6,7,2.6,6,NORMAL,ROUTE-PRIMARY
REQ01465,1,2,1,2,HEAVY,ROUTE-PRIMARY
REQ01466,3.4,9,3.4,9,MODERATE,ROUTE-PRIMARY
REQ01467,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01468,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ01469,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ01470,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01471,0.2,2,0.2,1,HEAVY,ROUTE-PRIMARY
REQ01472,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01473,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01474,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01475,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01476,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ01477,1.8,7,1.8,7,MODERATE,ROUTE-PRIMARY
REQ01478,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01479,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ01480,2.7,8,2.7,8,HEAVY,ROUTE-PRIMARY
REQ01481,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ01482,3.6,11,3.6,11,MODERATE,ROUTE-PRIMARY
REQ01483,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ01484,2.7,8,2.7,8,MODERATE,ROUTE-PRIMARY
REQ01485,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01486,5.6,16,5.6,15,NORMAL,ROUTE-PRIMARY
REQ01487,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01488,0.7,3,0.7,3,MODERATE,ROUTE-PRIMARY
REQ01489,0.7,2,0.7,2,HEAVY,ROUTE-PRIMARY
REQ01490,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01491,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01492,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01493,3.6,6,3.6,6,MODERATE,ROUTE-PRIMARY
REQ01494,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01495,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ01496,2.3,9,2.3,8,MODERATE,ROUTE-PRIMARY
REQ01497,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ01498,2.4,5,2.4,5,HEAVY,ROUTE-PRIMARY
REQ01499,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01500,1.2,5,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01501,3.4,8,3.4,8,NORMAL,ROUTE-PRIMARY
REQ01502,3.6,10,3.6,10,MODERATE,ROUTE-PRIMARY
REQ01503,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01504,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ01505,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01506,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01507,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01508,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ01509,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ01510,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01511,3.1,9,3.1,9,NORMAL,ROUTE-PRIMARY
REQ01512,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01513,3.3,10,3.3,10,HEAVY,ROUTE-PRIMARY
REQ01514,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01515,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ01516,5.1,14,5.1,14,HEAVY,ROUTE-PRIMARY
REQ01517,3.2,11,3.2,11,NORMAL,ROUTE-PRIMARY
REQ01518,2.7,10,2.7,10,MODERATE,ROUTE-PRIMARY
REQ01519,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01520,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
