emergency_id,first_ambulance_id,first_response,attempts_needed,final_ambulance_id,final_status,recovery_time_sec
REQ01107,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ01108,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01109,AMB0122,ACCEPTED,1,AMB0122,ACCEPTED,0
REQ01110,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01111,AMB0033,REJECTED,2,AMB0058,ACCEPTED,15
REQ01112,AMB0074,TIMEOUT,2,AMB0074,ACCEPTED,15
REQ01113,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01114,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01115,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01116,AMB0092,TIMEOUT,2,AMB0060,ACCEPTED,15
REQ01117,AMB0013,ACCEPTED,1,AMB0013,ACCEPTED,0
REQ01118,AMB0064,TIMEOUT,2,AMB0063,ACCEPTED,15
REQ01119,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ01120,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ01121,AMB0024,ACCEPTED,1,AMB0024,ACCEPTED,0
REQ01122,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01123,AMB0007,REJECTED,3,AMB0005,ACCEPTED,30
REQ01124,AMB0023,TIMEOUT,2,AMB0024,ACCEPTED,15
REQ01125,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01126,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01127,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01128,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01129,AMB0086,REJECTED,3,AMB0072,ACCEPTED,30
REQ01130,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01131,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ01132,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ01133,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ01134,AMB0110,TIMEOUT,2,AMB0109,ACCEPTED,15
REQ01135,AMB0014,REJECTED,3,AMB0015,ACCEPTED,30
REQ01136,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ01137,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01138,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ01139,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ01140,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01141,AMB0124,REJECTED,2,AMB0123,ACCEPTED,15
REQ01142,AMB0125,ACCEPTED,1,AMB0125,ACCEPTED,0
REQ01143,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ01144,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ01145,AMB0005,ACCEPTED,1,AMB0005,ACCEPTED,0
REQ01146,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01147,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ01148,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ01149,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01150,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ01151,AMB0004,ACCEPTED,1,AMB0004,ACCEPTED,0
REQ01152,AMB0128,TIMEOUT,3,AMB0106,ACCEPTED,30
REQ01153,AMB0031,REJECTED,2,AMB0030,ACCEPTED,15
REQ01154,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ01155,AMB0087,ACCEPTED,1,AMB0087,ACCEPTED,0
REQ01156,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01157,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01158,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01159,AMB0039,REJECTED,2,AMB0037,ACCEPTED,15
REQ01160,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ01161,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01162,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ01163,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01164,AMB0014,TIMEOUT,2,AMB0021,ACCEPTED,15
REQ01165,AMB0109,REJECTED,3,AMB0112,ACCEPTED,30
REQ01166,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01167,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01168,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01169,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01170,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ01171,AMB0083,REJECTED,2,AMB0083,ACCEPTED,15
REQ01172,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01173,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01174,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01175,AMB0080,ACCEPTED,1,AMB0080,ACCEPTED,0
REQ01176,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ01177,AMB0070,REJECTED,2,AMB0071,ACCEPTED,15
REQ01178,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01179,AMB0094,ACCEPTED,1,AMB0094,ACCEPTED,0
REQ01180,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ01181,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01182,AMB0084,TIMEOUT,2,AMB0101,ACCEPTED,15
REQ01183,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ01184,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ01185,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ01186,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01187,AMB0019,REJECTED,2,AMB0017,ACCEPTED,15
REQ01188,AMB0064,TIMEOUT,2,AMB0068,ACCEPTED,15
REQ01189,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01190,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01191,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01192,AMB0048,ACCEPTED,1,AMB0048,ACCEPTED,0
REQ01193,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01194,AMB0026,TIMEOUT,2,AMB0029,ACCEPTED,15
REQ01195,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ01196,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ01197,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01198,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01199,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01200,AMB0003,TIMEOUT,2,AMB0013,ACCEPTED,15
REQ01201,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ01202,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01203,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01204,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ01205,AMB0086,REJECTED,2,AMB0084,ACCEPTED,15
REQ01206,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ01207,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ01208,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01209,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01210,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01211,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ01212,AMB0042,TIMEOUT,2,AMB0040,ACCEPTED,15
REQ01213,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01214,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ01215,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01216,AMB0094,ACCEPTED,1,AMB0094,ACCEPTED,0
REQ01217,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01218,AMB0003,TIMEOUT,2,AMB0013,ACCEPTED,15
REQ01219,AMB0056,ACCEPTED,1,AMB0056,ACCEPTED,0
REQ01220,AMB0095,ACCEPTED,1,AMB0095,ACCEPTED,0
REQ01221,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ01222,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01223,AMB0064,REJECTED,3,AMB0065,ACCEPTED,30
REQ01224,AMB0092,TIMEOUT,2,AMB0092,ACCEPTED,15
REQ01225,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01226,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ01227,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ01228,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01229,AMB0092,REJECTED,3,AMB0091,ACCEPTED,30
REQ01230,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01231,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01232,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01233,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01234,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ01235,AMB0097,REJECTED,2,AMB0097,ACCEPTED,15
REQ01236,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01237,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01238,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01239,AMB0095,ACCEPTED,1,AMB0095,ACCEPTED,0
REQ01240,AMB0067,ACCEPTED,1,AMB0067,ACCEPTED,0
REQ01241,AMB0027,REJECTED,2,AMB0023,ACCEPTED,15
REQ01242,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01243,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ01244,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ01245,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ01246,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01247,AMB0127,REJECTED,2,AMB0126,ACCEPTED,15
REQ01248,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01249,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ01250,AMB0095,ACCEPTED,1,AMB0095,ACCEPTED,0
REQ01251,AMB0092,REJECTED,3,AMB0091,ACCEPTED,30
REQ01252,AMB0053,TIMEOUT,3,AMB0055,ACCEPTED,30
REQ01253,AMB0123,REJECTED,2,AMB0117,ACCEPTED,15
REQ01254,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01255,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01256,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01257,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01258,AMB0074,TIMEOUT,3,AMB0054,ACCEPTED,30
REQ01259,AMB0011,REJECTED,2,AMB0010,ACCEPTED,15
REQ01260,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01261,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ01262,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ01263,AMB0019,REJECTED,2,AMB0017,ACCEPTED,15
REQ01264,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ01265,AMB0065,REJECTED,3,AMB0063,ACCEPTED,30
REQ01266,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01267,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01268,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01269,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ01270,AMB0074,TIMEOUT,2,AMB0076,ACCEPTED,15
REQ01271,AMB0070,REJECTED,3,AMB0055,ACCEPTED,30
REQ01272,AMB0012,ACCEPTED,1,AMB0012,ACCEPTED,0
REQ01273,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ01274,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ01275,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ01276,AMB0037,TIMEOUT,2,AMB0039,ACCEPTED,15
REQ01277,AMB0043,REJECTED,2,AMB0044,ACCEPTED,15
REQ01278,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01279,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01280,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01281,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01282,AMB0053,TIMEOUT,2,AMB0052,ACCEPTED,15
REQ01283,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01284,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01285,AMB0059,ACCEPTED,1,AMB0059,ACCEPTED,0
REQ01286,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01287,AMB0030,REJECTED,4,AMB0028,ACCEPTED,45
REQ01288,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ01289,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ01290,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ01291,AMB0113,ACCEPTED,1,AMB0113,ACCEPTED,0
REQ01292,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01293,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01294,AMB0057,TIMEOUT,3,AMB0057,ACCEPTED,30
REQ01295,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01296,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01297,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01298,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01299,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01300,AMB0014,TIMEOUT,2,AMB0023,ACCEPTED,15
REQ01301,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01302,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01303,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01304,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01305,AMB0089,ACCEPTED,1,AMB0089,ACCEPTED,0
REQ01306,AMB0042,TIMEOUT,2,AMB0041,ACCEPTED,15
REQ01307,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01308,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ01309,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01310,AMB0038,ACCEPTED,1,AMB0038,ACCEPTED,0
REQ01311,AMB0036,REJECTED,2,AMB0036,ACCEPTED,15
REQ01312,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ01313,AMB0016,ACCEPTED,1,AMB0016,ACCEPTED,0
REQ01314,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ01315,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ01316,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01317,AMB0011,REJECTED,2,AMB0011,ACCEPTED,15
REQ01318,AMB0069,TIMEOUT,2,AMB0069,ACCEPTED,15
REQ01319,AMB0005,ACCEPTED,1,AMB0005,ACCEPTED,0
REQ01320,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ01321,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ01322,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ01323,AMB0070,REJECTED,3,AMB0071,ACCEPTED,30
REQ01324,AMB0086,TIMEOUT,2,AMB0084,ACCEPTED,15
REQ01325,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01326,AMB0115,ACCEPTED,1,AMB0115,ACCEPTED,0
REQ01327,AMB0070,ACCEPTED,1,AMB0070,ACCEPTED,0
REQ01328,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ01329,AMB0065,REJECTED,3,AMB0061,ACCEPTED,30
REQ01330,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01331,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01332,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ01333,AMB0095,ACCEPTED,1,AMB0095,ACCEPTED,0
REQ01334,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ01335,AMB0122,REJECTED,2,AMB0120,ACCEPTED,15
REQ01336,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
REQ01337,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ01338,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01339,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01340,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01341,AMB0013,REJECTED,2,AMB0013,ACCEPTED,15
REQ01342,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01343,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01344,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01345,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01346,AMB0099,TIMEOUT,2,AMB0099,ACCEPTED,15
REQ01347,AMB0092,REJECTED,2,AMB0091,ACCEPTED,15
REQ01348,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01349,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01350,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ01351,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ01352,AMB0125,TIMEOUT,3,AMB0118,ACCEPTED,30
REQ01353,AMB0064,REJECTED,2,AMB0061,ACCEPTED,15
REQ01354,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01355,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ01356,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ01357,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ01358,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01359,AMB0112,REJECTED,2,AMB0111,ACCEPTED,15
REQ01360,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01361,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01362,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01363,AMB0014,REJECTED,2,AMB0023,ACCEPTED,15
REQ01364,AMB0007,TIMEOUT,2,AMB0006,ACCEPTED,15
REQ01365,AMB0079,REJECTED,3,AMB0080,ACCEPTED,30
REQ01366,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01367,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01368,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01369,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01370,AMB0055,TIMEOUT,2,AMB0053,ACCEPTED,15
REQ01371,AMB0033,REJECTED,2,AMB0035,ACCEPTED,15
REQ01372,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ01373,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01374,AMB0061,ACCEPTED,1,AMB0061,ACCEPTED,0
REQ01375,AMB0039,REJECTED,2,AMB0038,ACCEPTED,15
REQ01376,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ01377,AMB0019,REJECTED,3,AMB0018,ACCEPTED,30
REQ01378,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01379,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01380,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ01381,AMB0041,ACCEPTED,1,AMB0041,ACCEPTED,0
REQ01382,AMB0098,ACCEPTED,1,AMB0098,ACCEPTED,0
REQ01383,AMB0060,ACCEPTED,1,AMB0060,ACCEPTED,0
REQ01384,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01385,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01386,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01387,AMB0006,ACCEPTED,1,AMB0006,ACCEPTED,0
REQ01388,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01389,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01390,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ01391,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01392,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01393,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01394,AMB0033,TIMEOUT,3,AMB0036,ACCEPTED,30
REQ01395,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01396,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01397,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01398,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ01399,AMB0014,REJECTED,2,AMB0015,ACCEPTED,15
REQ01400,AMB0104,TIMEOUT,2,AMB0103,ACCEPTED,15
REQ01401,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ01402,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ01403,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01404,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01405,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01406,AMB0023,TIMEOUT,3,AMB0023,ACCEPTED,30
REQ01407,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01408,AMB0032,ACCEPTED,1,AMB0032,ACCEPTED,0
REQ01409,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01410,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01411,AMB0096,ACCEPTED,1,AMB0096,ACCEPTED,0
REQ01412,AMB0074,TIMEOUT,2,AMB0075,ACCEPTED,15
REQ01413,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01414,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01415,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01416,AMB0039,TIMEOUT,2,AMB0038,ACCEPTED,15
REQ01417,AMB0055,REJECTED,2,AMB0053,ACCEPTED,15
REQ01418,AMB0039,TIMEOUT,2,AMB0039,ACCEPTED,15
REQ01419,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01420,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01421,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01422,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01423,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01424,AMB0131,TIMEOUT,2,AMB0131,ACCEPTED,15
REQ01425,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ01426,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
REQ01427,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01428,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ01429,AMB0107,ACCEPTED,1,AMB0107,ACCEPTED,0
REQ01430,AMB0114,ACCEPTED,1,AMB0114,ACCEPTED,0
REQ01431,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ01432,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ01433,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ01434,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01435,AMB0033,REJECTED,3,AMB0035,ACCEPTED,30
REQ01436,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01437,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ01438,AMB0099,ACCEPTED,1,AMB0099,ACCEPTED,0
REQ01439,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01440,AMB0032,TIMEOUT,2,AMB0031,ACCEPTED,15
REQ01441,AMB0072,REJECTED,2,AMB0073,ACCEPTED,15
REQ01442,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01443,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01444,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01445,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01446,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ01447,AMB0107,REJECTED,2,AMB0105,ACCEPTED,15
REQ01448,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ01449,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01450,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01451,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ01452,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01453,AMB0055,REJECTED,2,AMB0053,ACCEPTED,15
REQ01454,AMB0080,ACCEPTED,1,AMB0080,ACCEPTED,0
REQ01455,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ01456,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01457,AMB0112,REJECTED,2,AMB0112,ACCEPTED,15
REQ01458,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ01459,AMB0016,REJECTED,2,AMB0014,ACCEPTED,15
REQ01460,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01461,AMB0117,ACCEPTED,1,AMB0117,ACCEPTED,0
REQ01462,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01463,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01464,AMB0092,TIMEOUT,2,AMB0060,ACCEPTED,15
REQ01465,AMB0113,REJECTED,3,AMB0115,ACCEPTED,30
REQ01466,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01467,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ01468,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01469,AMB0115,REJECTED,2,AMB0114,ACCEPTED,15
REQ01470,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01471,AMB0107,REJECTED,3,AMB0108,ACCEPTED,30
REQ01472,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01473,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01474,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01475,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
