emergency_id,baseline_ambulance_id,baseline_eta,baseline_distance,uk_ambulance_id,uk_eta,uk_distance,uk_score,traffic
REQ01048,AMB0111,9,2.35,AMB0112,9,2.6,0.356,HEAVY
REQ01049,AMB0079,22,13.21,AMB0083,9,6.4,0.343,NORMAL
REQ01050,AMB0029,5,1.31,AMB0027,5,1.3,0.228,MODERATE
REQ01051,AMB0059,3,0.95,AMB0059,3,1,0.334,HEAVY
REQ01052,AMB0118,5,1.76,AMB0118,5,1.8,0.244,NORMAL
REQ01053,AMB0023,4,1.34,AMB0023,4,1.3,0.268,MODERATE
REQ01054,AMB0071,4,1.05,AMB0071,4,1.1,0.277,HEAVY
REQ01055,AMB0107,16,6.53,AMB0095,8,2.7,0.477,NORMAL
REQ01056,AMB0008,7,2.99,AMB0009,7,2.8,0.398,NORMAL
REQ01057,AMB0076,4,1.04,AMB0074,3,0.9,0.235,NORMAL
REQ01058,AMB0032,5,1.64,AMB0031,5,1.5,0.419,MODERATE
REQ01059,AMB0110,5,1.72,AMB0110,5,1.7,0.259,NORMAL
REQ01060,AMB0095,19,7.66,AMB0097,5,1.7,0.242,NORMAL
REQ01061,AMB0050,5,1.94,AMB0049,4,1.7,0.356,MODERATE
REQ01062,AMB0040,12,3.98,AMB0042,11,3.8,0.726,NORMAL
REQ01063,AMB0060,3,0.68,AMB0060,3,0.7,0.266,HEAVY
REQ01064,AMB0037,3,0.85,AMB0037,3,0.9,0.251,NORMAL
REQ01065,AMB0056,4,0.95,AMB0056,3,1,0.238,NORMAL
REQ01066,AMB0037,2,0.41,AMB0037,1,0.4,0.144,NORMAL
REQ01067,AMB0111,6,2.36,AMB0109,6,2.3,0.327,MODERATE
REQ01068,AMB0041,4,1.71,AMB0041,4,1.7,0.288,MODERATE
REQ01069,AMB0125,17,7.09,AMB0120,11,5,0.46,NORMAL
REQ01070,AMB0111,9,2.45,AMB0109,9,2.4,0.364,NORMAL
REQ01071,AMB0069,3,1.2,AMB0068,1,0.5,0.185,NORMAL
REQ01072,AMB0031,2,0.55,AMB0031,2,0.6,0.186,NORMAL
REQ01073,AMB0089,13,5.92,AMB0074,6,2.9,0.524,MODERATE
REQ01074,AMB0075,4,1.12,AMB0074,3,1.1,0.223,NORMAL
REQ01075,AMB0034,6,1.78,AMB0036,6,1.8,0.351,HEAVY
REQ01076,AMB0064,5,1.89,AMB0068,4,1.7,0.338,NORMAL
REQ01077,AMB0055,7,2.27,AMB0055,7,2.3,0.449,NORMAL
REQ01078,AMB0053,3,0.99,AMB0053,3,1,0.281,HEAVY
REQ01079,AMB0088,44,20.76,AMB0079,35,18.1,0.443,NORMAL
REQ01080,AMB0127,10,2.61,AMB0128,9,2.5,0.373,NORMAL
REQ01081,AMB0030,4,1.21,AMB0030,4,1.2,0.38,HEAVY
REQ01082,AMB0055,6,2.08,AMB0053,4,1.4,0.353,NORMAL
REQ01083,AMB0079,5,1.34,AMB0079,5,1.3,0.191,MODERATE
REQ01084,AMB0015,11,4.48,AMB0018,7,2.7,0.567,NORMAL
REQ01085,AMB0118,3,1.17,AMB0118,3,1.2,0.17,NORMAL
REQ01086,AMB0071,6,1.5,AMB0071,6,1.5,0.316,MODERATE
REQ01087,AMB0122,3,0.8,AMB0122,3,0.8,0.117,HEAVY
REQ01088,AMB0106,11,3.57,AMB0096,5,1.9,0.256,NORMAL
REQ01089,AMB0055,3,0.98,AMB0055,3,1,0.237,MODERATE
REQ01090,AMB0120,4,0.99,AMB0120,4,1,0.097,NORMAL
REQ01091,AMB0127,5,1.79,AMB0127,5,1.8,0.26,NORMAL
REQ01092,AMB0003,6,1.96,AMB0003,6,2,0.327,NORMAL
REQ01093,AMB0080,3,1.06,AMB0079,3,1,0.168,NORMAL
REQ01094,AMB0060,6,1.95,AMB0069,4,1.5,0.393,NORMAL
REQ01095,AMB0104,4,1.74,AMB0104,4,1.7,0.291,NORMAL
REQ01096,AMB0060,12,3.76,AMB0069,9,3,0.565,HEAVY
REQ01097,AMB0023,3,1.34,AMB0023,3,1.3,0.272,MODERATE
REQ01098,AMB0039,4,1.42,AMB0037,3,1.2,0.293,NORMAL
REQ01099,AMB0086,6,2.03,AMB0084,5,1.7,0.364,NORMAL
REQ01100,AMB0124,5,1.23,AMB0123,4,1.1,0.134,MODERATE
REQ01101,AMB0116,21,6.96,AMB0118,3,1.1,0.169,MODERATE
REQ01102,AMB0086,7,2.55,AMB0084,7,2.3,0.552,NORMAL
REQ01103,AMB0057,12,4.01,AMB0033,6,1.7,0.258,NORMAL
REQ01104,AMB0017,8,2.3,AMB0018,7,2.2,0.499,MODERATE
REQ01105,AMB0060,6,1.89,AMB0059,4,1.4,0.385,NORMAL
REQ01106,AMB0032,8,2.4,AMB0033,7,2.4,0.568,NORMAL
REQ01107,AMB0127,9,2.47,AMB0128,8,2.4,0.464,NORMAL
REQ01108,AMB0086,4,1.47,AMB0086,4,1.5,0.199,NORMAL
REQ01109,AMB0122,3,0.8,AMB0122,3,0.8,0.118,NORMAL
REQ01110,AMB0077,4,1.76,AMB0079,3,1.5,0.221,NORMAL
REQ01111,AMB0057,14,4.53,AMB0033,8,2.3,0.441,NORMAL
REQ01112,AMB0075,5,1.25,AMB0074,4,1.2,0.126,NORMAL
REQ01113,AMB0089,15,6.59,AMB0088,5,1.7,0.298,NORMAL
REQ01114,AMB0015,12,5.04,AMB0003,6,2.6,0.484,HEAVY
REQ01115,AMB0039,5,1.39,AMB0037,4,1.2,0.303,NORMAL
REQ01116,AMB0071,19,5.99,AMB0092,11,3.6,0.56,NORMAL
REQ01117,AMB0014,13,3.68,AMB0013,1,0.7,0.157,NORMAL
REQ01118,AMB0066,10,3.1,AMB0064,10,3.1,0.63,NORMAL
REQ01119,AMB0055,5,1.82,AMB0053,3,1.1,0.295,NORMAL
REQ01120,AMB0095,29,11.58,AMB0092,10,3.4,0.438,NORMAL
REQ01121,AMB0024,4,1.03,AMB0024,4,1,0.281,NORMAL
REQ01122,AMB0095,13,5.22,AMB0097,2,1.2,0.214,NORMAL
REQ01123,AMB0007,6,2.42,AMB0007,6,2.4,0.442,NORMAL
REQ01124,AMB0023,2,0.84,AMB0023,2,0.8,0.205,NORMAL
REQ01125,AMB0015,15,5.65,AMB0003,8,3.2,0.553,NORMAL
REQ01126,AMB0101,18,7.15,AMB0086,13,4.4,0.356,NORMAL
REQ01127,AMB0121,11,2.8,AMB0120,10,2.6,0.283,MODERATE
REQ01128,AMB0051,3,0.97,AMB0049,3,0.9,0.268,NORMAL
REQ01129,AMB0087,10,2.94,AMB0086,10,3.3,0.355,NORMAL
REQ01130,AMB0090,7,1.85,AMB0088,7,1.8,0.163,MODERATE
REQ01131,AMB0007,6,2.37,AMB0007,6,2.4,0.462,MODERATE
REQ01132,AMB0110,8,2.67,AMB0110,8,2.7,0.462,NORMAL
REQ01133,AMB0003,15,7.32,AMB0014,7,3.4,0.415,MODERATE
REQ01134,AMB0110,3,1.03,AMB0110,3,1,0.199,MODERATE
REQ01135,AMB0016,6,3.08,AMB0014,5,2.7,0.362,NORMAL
REQ01136,AMB0069,4,1.29,AMB0069,4,1.3,0.339,MODERATE
REQ01137,AMB0034,6,2.01,AMB0033,6,1.8,0.404,MODERATE
REQ01138,AMB0048,10,2.99,AMB0042,9,3.1,0.394,NORMAL
REQ01139,AMB0110,7,2.57,AMB0110,6,2.6,0.456,MODERATE
REQ01140,AMB0118,8,2.63,AMB0118,8,2.6,0.443,NORMAL
REQ01141,AMB0124,6,1.57,AMB0124,6,1.6,0.164,HEAVY
REQ01142,AMB0125,8,2.93,AMB0125,8,2.9,0.466,NORMAL
REQ01143,AMB0067,8,2.22,AMB0068,8,2.2,0.48,NORMAL
REQ01144,AMB0026,8,2.34,AMB0026,8,2.3,0.671,NORMAL
REQ01145,AMB0005,6,1.83,AMB0005,6,1.8,0.272,MODERATE
REQ01146,AMB0131,9,4.29,AMB0131,9,4.3,0.401,NORMAL
REQ01147,AMB0106,2,0.55,AMB0108,1,0.5,0.161,NORMAL
REQ01148,AMB0107,3,1.15,AMB0108,3,1,0.254,MODERATE
REQ01149,AMB0125,14,5.85,AMB0120,8,3.8,0.412,MODERATE
REQ01150,AMB0055,5,1.7,AMB0053,3,1,0.27,NORMAL
REQ01151,AMB0015,5,2.34,AMB0004,5,2.1,0.409,NORMAL
REQ01152,AMB0105,10,3.85,AMB0128,3,1.2,0.191,NORMAL
REQ01153,AMB0031,5,1.53,AMB0031,5,1.5,0.313,NORMAL
REQ01154,AMB0100,8,2.55,AMB0099,7,2.3,0.472,NORMAL
REQ01155,AMB0085,8,2.23,AMB0087,7,2,0.172,NORMAL
REQ01156,AMB0071,3,0.87,AMB0071,3,0.9,0.252,NORMAL
REQ01157,AMB0047,8,1.99,AMB0046,7,1.8,0.18,MODERATE
REQ01158,AMB0118,11,3.69,AMB0118,11,3.7,0.553,MODERATE
REQ01159,AMB0039,3,0.77,AMB0039,3,0.8,0.225,HEAVY
REQ01160,AMB0112,5,1.52,AMB0112,5,1.5,0.193,MODERATE
REQ01161,AMB0116,22,7.81,AMB0118,11,3.4,0.519,NORMAL
REQ01162,AMB0127,8,2.07,AMB0128,7,2,0.203,NORMAL
REQ01163,AMB0103,3,0.85,AMB0103,3,0.9,0.225,NORMAL
REQ01164,AMB0020,22,8.51,AMB0014,12,5.3,0.57,NORMAL
REQ01165,AMB0111,6,2.28,AMB0109,6,2.2,0.324,NORMAL
REQ01166,AMB0033,16,5.59,AMB0021,11,3.8,0.444,NORMAL
REQ01167,AMB0068,18,6.74,AMB0064,13,4.5,0.656,NORMAL
REQ01168,AMB0037,2,0.44,AMB0037,1,0.4,0.15,HEAVY
REQ01169,AMB0004,15,9.35,AMB0001,8,5.5,0.45,MODERATE
REQ01170,AMB0043,3,1.1,AMB0043,2,1.1,0.167,NORMAL
REQ01171,AMB0081,9,3.7,AMB0083,9,4.2,0.255,HEAVY
REQ01172,AMB0077,10,4.47,AMB0088,6,2.2,0.395,MODERATE
REQ01173,AMB0131,8,4.15,AMB0131,8,4.2,0.38,MODERATE
REQ01174,AMB0072,8,2.18,AMB0071,7,1.9,0.206,HEAVY
REQ01175,AMB0079,10,2.96,AMB0080,10,3,0.416,NORMAL
REQ01176,AMB0066,3,0.78,AMB0066,3,0.8,0.192,MODERATE
REQ01177,AMB0072,4,0.96,AMB0070,3,0.9,0.277,NORMAL
REQ01178,AMB0051,13,5.02,AMB0055,7,2.3,0.499,MODERATE
REQ01179,AMB0071,18,5.79,AMB0094,14,4.9,0.675,NORMAL
REQ01180,AMB0030,8,2.76,AMB0066,5,1.7,0.384,NORMAL
REQ01181,AMB0034,11,3.74,AMB0055,8,2.8,0.481,MODERATE
REQ01182,AMB0100,9,4.49,AMB0084,5,1.9,0.198,MODERATE
REQ01183,AMB0043,2,0.87,AMB0043,2,0.9,0.161,NORMAL
REQ01184,AMB0066,3,1.11,AMB0065,3,1,0.248,NORMAL
REQ01185,AMB0094,7,2.36,AMB0092,4,1.6,0.28,NORMAL
REQ01186,AMB0033,7,1.93,AMB0033,7,1.9,0.254,NORMAL
REQ01187,AMB0019,6,1.63,AMB0019,5,1.6,0.438,NORMAL
REQ01188,AMB0067,12,5.11,AMB0064,6,2.9,0.531,NORMAL
REQ01189,AMB0129,8,2.07,AMB0131,7,1.9,0.192,HEAVY
REQ01190,AMB0082,38,20.46,AMB0046,11,5.8,0.339,NORMAL
REQ01191,AMB0087,7,2.42,AMB0084,7,2.5,0.384,NORMAL
REQ01192,AMB0048,2,0.46,AMB0048,2,0.5,0.211,NORMAL
REQ01193,AMB0051,6,1.8,AMB0049,5,1.8,0.356,NORMAL
REQ01194,AMB0026,10,2.83,AMB0026,10,2.8,0.673,NORMAL
REQ01195,AMB0104,5,2.13,AMB0104,5,2.1,0.443,NORMAL
REQ01196,AMB0072,6,1.81,AMB0072,5,1.8,0.366,NORMAL
REQ01197,AMB0061,4,1.22,AMB0064,2,0.9,0.268,MODERATE
REQ01198,AMB0109,3,1.57,AMB0109,3,1.6,0.239,NORMAL
REQ01199,AMB0090,5,1.38,AMB0088,5,1.4,0.144,NORMAL
REQ01200,AMB0015,12,4.9,AMB0003,5,2.3,0.45,MODERATE
REQ01201,AMB0016,6,3.04,AMB0014,5,2.6,0.411,NORMAL
REQ01202,AMB0101,11,5.47,AMB0084,6,2.4,0.528,MODERATE
REQ01203,AMB0090,2,0.55,AMB0088,2,0.5,0.161,NORMAL
REQ01204,AMB0072,5,1.67,AMB0072,5,1.7,0.354,HEAVY
REQ01205,AMB0086,3,0.96,AMB0086,3,1,0.227,NORMAL
REQ01206,AMB0043,7,2.75,AMB0043,7,2.8,0.444,NORMAL
REQ01207,AMB0066,3,0.92,AMB0066,3,0.9,0.246,NORMAL
REQ01208,AMB0131,11,3.92,AMB0131,11,3.9,0.396,MODERATE
REQ01209,AMB0085,9,2.43,AMB0086,9,2.5,0.321,MODERATE
REQ01210,AMB0003,4,1.55,AMB0003,4,1.6,0.278,NORMAL
REQ01211,AMB0104,2,0.72,AMB0104,2,0.7,0.216,MODERATE
REQ01212,AMB0041,4,2.16,AMB0042,4,2.1,0.365,NORMAL
REQ01213,AMB0075,7,1.94,AMB0074,7,1.9,0.162,NORMAL
REQ01214,AMB0005,19,8.59,AMB0007,9,4.3,0.487,MODERATE
REQ01215,AMB0049,2,0.62,AMB0049,2,0.6,0.22,NORMAL
REQ01216,AMB0071,18,5.66,AMB0094,14,4.8,0.674,HEAVY
REQ01217,AMB0116,27,8.75,AMB0118,9,2.9,0.448,NORMAL
REQ01218,AMB0015,15,5.53,AMB0003,9,3.4,0.581,NORMAL
REQ01219,AMB0057,5,1.38,AMB0056,5,1.2,0.237,NORMAL
REQ01220,AMB0095,6,1.7,AMB0095,6,1.7,0.23,NORMAL
REQ01221,AMB0107,4,1.39,AMB0108,4,1.3,0.288,MODERATE
REQ01222,AMB0111,11,4.06,AMB0109,11,4,0.399,NORMAL
REQ01223,AMB0066,9,2.81,AMB0064,9,2.8,0.602,MODERATE
REQ01224,AMB0094,6,2.16,AMB0092,4,1.4,0.285,NORMAL
REQ01225,AMB0101,23,8.38,AMB0103,14,4.3,0.604,NORMAL
REQ01226,AMB0042,9,2.55,AMB0042,9,2.6,0.362,MODERATE
REQ01227,AMB0029,2,0.62,AMB0027,1,0.6,0.173,NORMAL
REQ01228,AMB0002,10,2.56,AMB0001,8,2.3,0.398,NORMAL
REQ01229,AMB0094,6,2.01,AMB0092,3,1.3,0.263,MODERATE
REQ01230,AMB0038,10,3.27,AMB0037,9,2.8,0.709,NORMAL
REQ01231,AMB0086,5,1.77,AMB0086,5,1.8,0.221,HEAVY
REQ01232,AMB0101,18,6.89,AMB0086,12,4.1,0.349,NORMAL
REQ01233,AMB0080,24,14.58,AMB0079,24,14.3,0.603,NORMAL
REQ01234,AMB0067,2,0.61,AMB0068,2,0.6,0.183,NORMAL
REQ01235,AMB0095,19,7.67,AMB0097,5,1.7,0.24,MODERATE
REQ01236,AMB0039,7,1.98,AMB0037,6,1.8,0.378,NORMAL
REQ01237,AMB0089,7,2.04,AMB0088,7,2.2,0.282,MODERATE
REQ01238,AMB0118,13,4.26,AMB0118,13,4.3,0.441,NORMAL
REQ01239,AMB0095,7,1.92,AMB0095,7,1.9,0.249,NORMAL
REQ01240,AMB0067,3,0.76,AMB0067,3,0.8,0.216,NORMAL
REQ01241,AMB0024,7,2.39,AMB0027,5,1.9,0.325,MODERATE
REQ01242,AMB0118,5,1.98,AMB0118,5,2,0.282,NORMAL
REQ01243,AMB0110,4,1.82,AMB0112,3,1.5,0.267,HEAVY
REQ01244,AMB0110,4,1.57,AMB0112,3,1.3,0.238,NORMAL
REQ01245,AMB0072,10,2.78,AMB0070,10,2.9,0.378,MODERATE
REQ01246,AMB0037,9,3.47,AMB0021,7,2.8,0.623,HEAVY
REQ01247,AMB0127,5,1.67,AMB0127,5,1.7,0.25,NORMAL
REQ01248,AMB0097,7,1.83,AMB0097,7,1.8,0.26,NORMAL
REQ01249,AMB0092,3,1.08,AMB0092,3,1.1,0.17,HEAVY
REQ01250,AMB0095,5,1.41,AMB0095,5,1.4,0.302,NORMAL
REQ01251,AMB0094,9,3.07,AMB0092,7,2.3,0.45,MODERATE
REQ01252,AMB0053,3,1.24,AMB0053,3,1.2,0.317,NORMAL
REQ01253,AMB0118,10,3.43,AMB0123,9,4.2,0.547,MODERATE
REQ01254,AMB0022,7,3.02,AMB0021,5,2.3,0.517,MODERATE
REQ01255,AMB0082,40,21.31,AMB0046,13,6.6,0.364,HEAVY
REQ01256,AMB0118,10,2.75,AMB0118,10,2.8,0.446,NORMAL
REQ01257,AMB0001,4,2.25,AMB0001,4,2.3,0.289,MODERATE
REQ01258,AMB0076,5,1.58,AMB0074,4,1.5,0.244,HEAVY
REQ01259,AMB0008,18,6.52,AMB0011,10,3.6,0.508,NORMAL
REQ01260,AMB0122,4,1.33,AMB0120,3,1.1,0.131,NORMAL
REQ01261,AMB0020,3,0.87,AMB0020,3,0.9,0.129,HEAVY
REQ01262,AMB0043,3,0.99,AMB0043,3,1,0.172,NORMAL
REQ01263,AMB0019,6,1.85,AMB0019,6,1.9,0.38,NORMAL
REQ01264,AMB0061,3,1.16,AMB0062,3,1.1,0.371,NORMAL
REQ01265,AMB0065,3,0.79,AMB0065,3,0.8,0.224,NORMAL
REQ01266,AMB0025,9,2.37,AMB0023,8,2.3,0.428,MODERATE
REQ01267,AMB0037,4,1.34,AMB0037,4,1.3,0.261,NORMAL
REQ01268,AMB0013,11,3.87,AMB0018,6,2.2,0.5,NORMAL
REQ01269,AMB0016,20,5.97,AMB0015,8,3,0.486,NORMAL
REQ01270,AMB0075,4,1.01,AMB0074,3,1,0.209,HEAVY
REQ01271,AMB0073,9,3.05,AMB0070,8,2.9,0.585,NORMAL
REQ01272,AMB0011,6,2.07,AMB0012,5,1.9,0.29,NORMAL
REQ01273,AMB0109,4,1.71,AMB0110,2,0.7,0.169,NORMAL
REQ01274,AMB0014,5,1.55,AMB0014,5,1.6,0.379,NORMAL
REQ01275,AMB0029,3,1.33,AMB0026,3,1.1,0.262,MODERATE
REQ01276,AMB0037,2,0.76,AMB0037,2,0.8,0.194,HEAVY
REQ01277,AMB0043,2,0.91,AMB0043,2,0.9,0.154,MODERATE
REQ01278,AMB0130,10,2.58,AMB0131,9,2.3,0.361,MODERATE
REQ01279,AMB0131,8,3.18,AMB0131,8,3.2,0.374,HEAVY
REQ01280,AMB0118,9,3.09,AMB0118,8,3.1,0.534,NORMAL
REQ01281,AMB0125,10,4.01,AMB0123,9,3.7,0.556,NORMAL
REQ01282,AMB0053,2,0.45,AMB0053,1,0.5,0.183,NORMAL
REQ01283,AMB0097,4,1.29,AMB0097,4,1.3,0.209,NORMAL
REQ01284,AMB0079,11,3.66,AMB0079,11,3.7,0.431,MODERATE
REQ01285,AMB0062,4,1.08,AMB0059,2,0.8,0.318,NORMAL
REQ01286,AMB0025,5,1.45,AMB0023,4,1.4,0.264,NORMAL
REQ01287,AMB0030,3,0.94,AMB0030,3,0.9,0.316,NORMAL
REQ01288,AMB0043,6,2.57,AMB0043,6,2.6,0.374,NORMAL
REQ01289,AMB0004,19,9.69,AMB0015,10,5.3,0.459,MODERATE
REQ01290,AMB0090,6,1.5,AMB0088,6,1.5,0.149,NORMAL
REQ01291,AMB0113,7,2.29,AMB0113,6,2.3,0.439,NORMAL
REQ01292,AMB0120,8,2,AMB0120,8,2,0.188,NORMAL
REQ01293,AMB0079,23,13.2,AMB0083,11,6.4,0.373,MODERATE
REQ01294,AMB0034,6,1.88,AMB0057,5,1.5,0.382,NORMAL
REQ01295,AMB0130,10,2.73,AMB0131,9,2.4,0.369,MODERATE
REQ01296,AMB0049,5,1.54,AMB0049,5,1.5,0.325,NORMAL
REQ01297,AMB0046,2,0.33,AMB0046,1,0.3,0.123,NORMAL
REQ01298,AMB0129,6,1.58,AMB0131,5,1.4,0.225,NORMAL
REQ01299,AMB0131,4,2.5,AMB0131,4,2.5,0.301,NORMAL
REQ01300,AMB0025,24,8.86,AMB0014,13,5,0.554,NORMAL
REQ01301,AMB0061,4,1.25,AMB0064,3,1.2,0.332,NORMAL
REQ01302,AMB0079,6,3.18,AMB0079,6,3.2,0.357,MODERATE
REQ01303,AMB0037,9,3.13,AMB0021,8,3.4,0.6,NORMAL
REQ01304,AMB0116,22,7.77,AMB0118,9,3,0.484,NORMAL
REQ01305,AMB0089,3,1.13,AMB0089,3,1.1,0.231,MODERATE
REQ01306,AMB0042,5,1.66,AMB0042,5,1.7,0.322,HEAVY
REQ01307,AMB0131,8,3,AMB0131,8,3,0.383,MODERATE
REQ01308,AMB0014,7,1.85,AMB0014,6,1.9,0.56,NORMAL
REQ01309,AMB0071,5,1.23,AMB0071,5,1.2,0.305,HEAVY
REQ01310,AMB0050,6,1.95,AMB0038,4,1.5,0.319,NORMAL
REQ01311,AMB0034,5,1.92,AMB0036,5,1.9,0.372,NORMAL
REQ01312,AMB0092,5,1.97,AMB0091,4,1.8,0.206,NORMAL
REQ01313,AMB0016,3,1.46,AMB0016,3,1.5,0.245,MODERATE
REQ01314,AMB0031,7,1.89,AMB0031,6,1.9,0.331,MODERATE
REQ01315,AMB0072,8,2.19,AMB0070,8,2.1,0.353,HEAVY
REQ01316,AMB0028,9,2.77,AMB0023,8,2.6,0.534,NORMAL
REQ01317,AMB0012,9,2.44,AMB0011,9,2.6,0.453,NORMAL
REQ01318,AMB0060,8,2.37,AMB0069,4,1.6,0.369,NORMAL
REQ01319,AMB0005,8,2.5,AMB0005,8,2.5,0.472,MODERATE
REQ01320,AMB0026,6,1.64,AMB0026,6,1.6,0.26,NORMAL
REQ01321,AMB0063,3,0.87,AMB0065,3,0.8,0.212,HEAVY
REQ01322,AMB0042,5,1.51,AMB0042,4,1.5,0.311,NORMAL
REQ01323,AMB0070,2,0.64,AMB0070,2,0.6,0.209,MODERATE
REQ01324,AMB0086,3,1.04,AMB0086,3,1,0.241,NORMAL
REQ01325,AMB0049,2,0.47,AMB0049,2,0.5,0.196,MODERATE
REQ01326,AMB0115,5,2.21,AMB0115,5,2.2,0.418,MODERATE
REQ01327,AMB0073,6,1.87,AMB0070,5,1.7,0.328,NORMAL
REQ01328,AMB0107,6,2.44,AMB0099,6,2.1,0.47,NORMAL
REQ01329,AMB0064,4,1.4,AMB0065,3,1.3,0.318,MODERATE
REQ01330,AMB0025,8,2.59,AMB0023,8,2.6,0.57,HEAVY
REQ01331,AMB0085,9,2.4,AMB0086,9,2.6,0.319,NORMAL
REQ01332,AMB0092,5,1.67,AMB0092,5,1.7,0.206,NORMAL
REQ01333,AMB0095,7,2.1,AMB0095,7,2.1,0.389,NORMAL
REQ01334,AMB0026,5,1.34,AMB0026,5,1.3,0.404,NORMAL
REQ01335,AMB0122,4,1.03,AMB0122,4,1,0.133,MODERATE
REQ01336,AMB0056,4,1.23,AMB0057,3,1.1,0.267,NORMAL
REQ01337,AMB0014,6,2.13,AMB0014,6,2.1,0.423,MODERATE
REQ01338,AMB0003,10,3.06,AMB0003,10,3.1,0.546,MODERATE
REQ01339,AMB0049,5,1.69,AMB0049,5,1.7,0.337,HEAVY
REQ01340,AMB0081,45,21.18,AMB0083,9,2.4,0.264,MODERATE
REQ01341,AMB0014,9,4.01,AMB0013,3,1.2,0.262,NORMAL
REQ01342,AMB0122,3,1.17,AMB0120,2,0.9,0.122,HEAVY
REQ01343,AMB0096,4,1.81,AMB0097,4,1.5,0.264,NORMAL
REQ01344,AMB0086,5,2.04,AMB0084,5,1.7,0.156,NORMAL
REQ01345,AMB0071,5,1.39,AMB0071,5,1.4,0.321,HEAVY
REQ01346,AMB0098,2,0.78,AMB0099,2,0.6,0.175,NORMAL
REQ01347,AMB0092,4,1.45,AMB0092,4,1.5,0.193,NORMAL
REQ01348,AMB0084,8,2.37,AMB0086,8,2.7,0.297,HEAVY
REQ01349,AMB0120,7,1.82,AMB0120,7,1.8,0.118,NORMAL
REQ01350,AMB0067,15,4.95,AMB0091,9,3,0.588,NORMAL
REQ01351,AMB0093,10,2.79,AMB0091,10,2.9,0.442,NORMAL
REQ01352,AMB0125,6,2.61,AMB0125,5,2.6,0.415,MODERATE
REQ01353,AMB0064,2,0.58,AMB0064,2,0.6,0.19,NORMAL
REQ01354,AMB0082,40,20.93,AMB0046,14,6.3,0.365,HEAVY
REQ01355,AMB0029,6,1.85,AMB0027,6,1.8,0.314,NORMAL
REQ01356,AMB0039,4,1.08,AMB0039,4,1.1,0.257,NORMAL
REQ01357,AMB0040,15,4.88,AMB0042,15,4.7,0.759,NORMAL
REQ01358,AMB0125,8,2.43,AMB0123,8,2.6,0.342,NORMAL
REQ01359,AMB0112,4,1.21,AMB0112,4,1.2,0.174,NORMAL
REQ01360,AMB0118,5,1.33,AMB0118,5,1.3,0.197,NORMAL
REQ01361,AMB0001,4,1.22,AMB0001,4,1.2,0.233,NORMAL
REQ01362,AMB0079,22,12.3,AMB0083,9,5.5,0.349,MODERATE
REQ01363,AMB0025,22,8.31,AMB0014,11,4.4,0.518,HEAVY
REQ01364,AMB0007,5,1.86,AMB0007,5,1.9,0.264,NORMAL
REQ01365,AMB0077,8,3.16,AMB0079,7,2.8,0.501,NORMAL
REQ01366,AMB0034,9,3.12,AMB0055,7,2.6,0.478,NORMAL
REQ01367,AMB0019,2,0.57,AMB0018,2,0.5,0.195,MODERATE
REQ01368,AMB0037,10,3.51,AMB0021,7,3.1,0.669,MODERATE
REQ01369,AMB0083,39,20.66,AMB0046,14,6.5,0.369,MODERATE
REQ01370,AMB0055,5,1.68,AMB0055,5,1.7,0.326,NORMAL
REQ01371,AMB0033,6,1.71,AMB0033,5,1.7,0.261,MODERATE
REQ01372,AMB0064,4,1.73,AMB0065,4,1.5,0.333,NORMAL
REQ01373,AMB0013,13,4.8,AMB0018,9,3.1,0.612,NORMAL
REQ01374,AMB0062,2,0.14,AMB0061,1,0.1,0.098,NORMAL
REQ01375,AMB0039,6,1.73,AMB0039,6,1.7,0.345,NORMAL
REQ01376,AMB0008,15,5.42,AMB0020,7,2.5,0.404,NORMAL
REQ01377,AMB0017,6,1.7,AMB0019,5,1.5,0.36,MODERATE
REQ01378,AMB0001,9,3.5,AMB0001,9,3.5,0.429,NORMAL
REQ01379,AMB0097,2,0.32,AMB0097,1,0.3,0.121,NORMAL
REQ01380,AMB0007,5,2.51,AMB0007,5,2.5,0.362,NORMAL
REQ01381,AMB0041,4,1.32,AMB0041,3,1.3,0.256,NORMAL
REQ01382,AMB0104,7,2.46,AMB0098,6,2.4,0.489,NORMAL
REQ01383,AMB0060,6,1.49,AMB0060,5,1.5,0.379,NORMAL
REQ01384,AMB0042,6,2.4,AMB0049,4,1.8,0.395,NORMAL
REQ01385,AMB0131,3,1.44,AMB0131,3,1.4,0.203,NORMAL
REQ01386,AMB0003,7,1.92,AMB0003,7,1.9,0.308,NORMAL
REQ01387,AMB0006,2,0.81,AMB0006,2,0.8,0.17,HEAVY
REQ01388,AMB0025,9,2.3,AMB0023,8,2.3,0.337,MODERATE
REQ01389,AMB0074,6,2.3,AMB0074,6,2.3,0.425,MODERATE
REQ01390,AMB0069,4,1.3,AMB0068,2,0.6,0.205,HEAVY
REQ01391,AMB0129,5,1.33,AMB0131,4,1.1,0.211,NORMAL
REQ01392,AMB0050,3,1.43,AMB0049,3,1.2,0.294,NORMAL
REQ01393,AMB0129,10,2.7,AMB0131,10,2.5,0.374,NORMAL
REQ01394,AMB0035,3,1.39,AMB0033,3,1.2,0.293,NORMAL
REQ01395,AMB0121,8,2.18,AMB0120,7,2,0.119,NORMAL
REQ01396,AMB0125,6,2.38,AMB0123,5,2.1,0.34,NORMAL
REQ01397,AMB0075,19,8.05,AMB0074,16,7.2,0.409,NORMAL
