emergency_id,emergency_type,selected_hospital_id,selected_hospital_name,candidate_count,selected_distance_km,selected_eta_min,icu_available,general_available
REQ02249,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,2.3,4,18,34
REQ02250,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,4.7,9,8,11
REQ02251,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,6.4,12,18,34
REQ02252,Breathing,H010,"Sri Ramachandra Medical Centre",30,2.1,4,1,10
REQ02253,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,4.8,9,18,34
REQ02254,Stroke,H012,"Sundaram Medical Foundation",18,1.9,4,4,33
REQ02255,Cardiac,H012,"Sundaram Medical Foundation",18,7.7,14,4,33
REQ02256,Breathing,H008,"Fortis Malar Hospital",30,0.6,2,4,34
REQ02257,Other,H030,"Government Hospital of Thoracic Medicine",30,1.6,3,8,23
REQ02258,Accident,H009,"MIOT International",22,1.5,3,8,26
REQ02259,Burn,H023,"ESIC Medical College and Hospital",30,1.3,3,5,32
REQ02260,Accident,H011,"Madras Medical Mission",22,10,19,5,4
REQ02261,Stroke,H016,"Apollo Speciality Hospital OMR",18,4.9,9,19,2
REQ02262,Cardiac,H007,"Apollo Hospitals Greams Road",18,0.6,2,4,24
REQ02263,Accident,H014,"Vijaya Hospital",22,0.7,2,10,12
REQ02264,Breathing,H009,"MIOT International",30,1.9,4,8,26
REQ02265,Unconscious,H018,"Chettinad Hospital and Research Institute",30,1.9,4,4,14
REQ02266,Trauma,H021,"Hindu Mission Hospital",22,0.9,2,16,6
REQ02267,Trauma,H022,"Government Hospital Tambaram",22,1.7,3,6,22
REQ02268,Other,H018,"Chettinad Hospital and Research Institute",30,1.1,2,4,14
REQ02269,Other,H020,"Prashanth Super Speciality Hospital",30,2.6,5,2,14
REQ02270,Cardiac,H011,"Madras Medical Mission",18,6.4,12,5,4
REQ02271,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.1,2,6,32
REQ02272,Other,H004,"Government Royapettah Hospital",30,1.2,2,13,11
REQ02273,Accident,H028,"Kauvery Hospital Alwarpet",22,0.9,2,1,34
REQ02274,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,5.5,10,8,11
REQ02275,General Medical,H020,"Prashanth Super Speciality Hospital",30,2.1,4,2,14
REQ02276,Trauma,H018,"Chettinad Hospital and Research Institute",22,1.1,2,4,14
REQ02277,Breathing,H018,"Chettinad Hospital and Research Institute",30,3,6,4,14
REQ02278,Burn,H001,"Rajiv Gandhi Government General Hospital",30,1.9,4,6,32
REQ02279,Accident,H018,"Chettinad Hospital and Research Institute",22,1.5,3,4,14
REQ02280,General Medical,H025,"Apollo Hospitals Tondiarpet",30,5.7,11,9,9
REQ02281,Breathing,H009,"MIOT International",30,2.3,4,8,26
REQ02282,General Medical,H024,"Billroth Hospitals",30,1.2,2,4,32
REQ02283,Accident,H003,"Government Kilpauk Medical College Hospital",22,2.4,4,1,9
REQ02284,Accident,H027,"MGM Healthcare",22,3.3,6,5,16
REQ02285,Accident,H007,"Apollo Hospitals Greams Road",22,1.2,2,4,24
REQ02286,Other,H011,"Madras Medical Mission",30,2.1,4,5,4
REQ02287,Accident,H025,"Apollo Hospitals Tondiarpet",22,4.3,8,9,9
REQ02288,Burn,H010,"Sri Ramachandra Medical Centre",30,7.1,13,1,10
REQ02289,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.7,11,18,34
REQ02290,Accident,H018,"Chettinad Hospital and Research Institute",22,0.8,2,4,14
REQ02291,Stroke,H007,"Apollo Hospitals Greams Road",18,2.8,5,4,24
REQ02292,General Medical,H028,"Kauvery Hospital Alwarpet",30,1.5,3,1,34
REQ02293,Accident,H020,"Prashanth Super Speciality Hospital",22,1.7,3,2,14
REQ02294,Cardiac,H012,"Sundaram Medical Foundation",18,0.9,2,4,33
REQ02295,Cardiac,H013,"SIMS Hospital",18,1.8,3,5,3
REQ02296,Breathing,H007,"Apollo Hospitals Greams Road",30,1.4,3,4,24
REQ02297,Breathing,H013,"SIMS Hospital",30,2.4,4,5,3
REQ02298,Other,H016,"Apollo Speciality Hospital OMR",30,2.2,4,19,2
REQ02299,Cardiac,H015,"Kauvery Hospital",18,1.8,3,19,7
REQ02300,General Medical,H025,"Apollo Hospitals Tondiarpet",30,3.1,6,9,9
REQ02301,Unconscious,H017,"Gleneagles HealthCity Chennai",30,2.8,5,25,26
REQ02302,Breathing,H006,"Institute of Child Health and Hospital for Children",30,0.5,2,20,12
REQ02303,Breathing,H025,"Apollo Hospitals Tondiarpet",30,1.5,3,9,9
REQ02304,Trauma,H014,"Vijaya Hospital",22,2.4,4,10,12
REQ02305,Trauma,H023,"ESIC Medical College and Hospital",22,1.8,3,5,32
REQ02306,Unconscious,H004,"Government Royapettah Hospital",30,1.4,3,13,11
REQ02307,Breathing,H029,"Adyar Cancer Institute",30,1.8,3,2,46
REQ02308,Stroke,H011,"Madras Medical Mission",18,5.5,10,5,4
REQ02309,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.6,3,6,32
REQ02310,Trauma,H018,"Chettinad Hospital and Research Institute",22,1.5,3,4,14
REQ02311,Accident,H007,"Apollo Hospitals Greams Road",22,1.4,3,4,24
REQ02312,Trauma,H029,"Adyar Cancer Institute",22,1.6,3,2,46
REQ02313,General Medical,H004,"Government Royapettah Hospital",30,1.2,2,13,11
REQ02314,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,2.3,4,18,34
REQ02315,Breathing,H024,"Billroth Hospitals",30,0.4,2,4,32
REQ02316,Accident,H005,"Government Omandurar Medical College Hospital",22,2.2,4,19,5
REQ02317,Accident,H008,"Fortis Malar Hospital",22,2.3,4,4,34
REQ02318,Cardiac,H016,"Apollo Speciality Hospital OMR",18,0.7,2,19,2
REQ02319,Burn,H011,"Madras Medical Mission",30,0.9,2,5,4
REQ02320,Trauma,H014,"Vijaya Hospital",22,1.5,3,10,12
REQ02321,Burn,H001,"Rajiv Gandhi Government General Hospital",30,2.2,4,6,32
REQ02322,Cardiac,H011,"Madras Medical Mission",18,11.2,21,5,4
REQ02323,Unconscious,H008,"Fortis Malar Hospital",30,0.7,2,4,34
REQ02324,Unconscious,H023,"ESIC Medical College and Hospital",30,1.2,2,5,32
REQ02325,General Medical,H011,"Madras Medical Mission",30,11.4,21,5,4
REQ02326,Trauma,H008,"Fortis Malar Hospital",22,1.8,3,4,34
REQ02327,Stroke,H007,"Apollo Hospitals Greams Road",18,0.9,2,4,24
REQ02328,Trauma,H027,"MGM Healthcare",22,0.6,2,5,16
REQ02329,Burn,H009,"MIOT International",30,0.7,2,8,26
REQ02330,Unconscious,H010,"Sri Ramachandra Medical Centre",30,1.4,3,1,10
REQ02331,Accident,H020,"Prashanth Super Speciality Hospital",22,1,2,2,14
REQ02332,Breathing,H018,"Chettinad Hospital and Research Institute",30,2.3,4,4,14
REQ02333,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,7.3,14,18,34
REQ02334,Cardiac,H011,"Madras Medical Mission",18,2.6,5,5,4
REQ02335,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.2,12,9,9
REQ02336,Accident,H025,"Apollo Hospitals Tondiarpet",22,5.6,10,9,9
REQ02337,Burn,H030,"Government Hospital of Thoracic Medicine",30,0.7,2,8,23
REQ02338,Cardiac,H012,"Sundaram Medical Foundation",18,3.2,6,4,33
REQ02339,Accident,H028,"Kauvery Hospital Alwarpet",22,1.5,3,1,34
REQ02340,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.7,12,9,9
REQ02341,Breathing,H016,"Apollo Speciality Hospital OMR",30,2.2,4,19,2
REQ02342,Stroke,H011,"Madras Medical Mission",18,1.8,3,5,4
REQ02343,Accident,H030,"Government Hospital of Thoracic Medicine",22,1.4,3,8,23
REQ02344,Stroke,H014,"Vijaya Hospital",18,1.8,3,10,12
REQ02345,General Medical,H001,"Rajiv Gandhi Government General Hospital",30,1.2,2,6,32
REQ02346,Trauma,H007,"Apollo Hospitals Greams Road",22,1.3,2,4,24
REQ02347,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,1.8,3,18,34
REQ02348,Trauma,H005,"Government Omandurar Medical College Hospital",22,1.8,3,19,5
REQ02349,Burn,H030,"Government Hospital of Thoracic Medicine",30,2.4,4,8,23
REQ02350,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,4.9,9,18,34
REQ02351,Trauma,H028,"Kauvery Hospital Alwarpet",22,0.4,2,1,34
REQ02352,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.1,10,18,34
REQ02353,Trauma,H009,"MIOT International",22,9.8,18,8,26
REQ02354,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,0.9,2,8,11
REQ02355,Stroke,H009,"MIOT International",18,4.9,9,8,26
REQ02356,Unconscious,H029,"Adyar Cancer Institute",30,1.4,3,2,46
REQ02357,Trauma,H009,"MIOT International",22,2.7,5,8,26
REQ02358,Accident,H027,"MGM Healthcare",22,0.7,2,5,16
REQ02359,Accident,H001,"Rajiv Gandhi Government General Hospital",22,2.2,4,6,32
REQ02360,Trauma,H009,"MIOT International",22,2,4,8,26
REQ02361,Trauma,H030,"Government Hospital of Thoracic Medicine",22,3.1,6,8,23
REQ02362,Burn,H030,"Government Hospital of Thoracic Medicine",30,4.9,9,8,23
REQ02363,Unconscious,H026,"CSI Rainy Multispeciality Hospital",30,1.6,3,8,11
REQ02364,Trauma,H027,"MGM Healthcare",22,1.2,2,5,16
REQ02365,Stroke,H012,"Sundaram Medical Foundation",18,0.5,2,4,33
REQ02366,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,2.5,5,18,34
REQ02367,Stroke,H009,"MIOT International",18,2.5,5,8,26
REQ02368,Breathing,H021,"Hindu Mission Hospital",30,1.8,3,16,6
REQ02369,Breathing,H027,"MGM Healthcare",30,0.8,2,5,16
REQ02370,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,1.4,3,6,32
REQ02371,Trauma,H008,"Fortis Malar Hospital",22,1.6,3,4,34
REQ02372,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,5.3,10,18,34
REQ02373,Cardiac,H011,"Madras Medical Mission",18,2.5,5,5,4
REQ02374,Breathing,H007,"Apollo Hospitals Greams Road",30,1,2,4,24
REQ02375,Unconscious,H016,"Apollo Speciality Hospital OMR",30,0.9,2,19,2
REQ02376,Accident,H029,"Adyar Cancer Institute",22,1.4,3,2,46
REQ02377,Unconscious,H013,"SIMS Hospital",30,0.4,2,5,3
REQ02378,Unconscious,H013,"SIMS Hospital",30,1.4,3,5,3
REQ02379,Breathing,H025,"Apollo Hospitals Tondiarpet",30,4.1,8,9,9
REQ02380,Trauma,H023,"ESIC Medical College and Hospital",22,0.5,2,5,32
REQ02381,Breathing,H024,"Billroth Hospitals",30,1.3,2,4,32
REQ02382,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,3.7,7,18,34
REQ02383,General Medical,H028,"Kauvery Hospital Alwarpet",30,1,2,1,34
REQ02384,Unconscious,H007,"Apollo Hospitals Greams Road",30,1.5,3,4,24
REQ02385,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,0.9,2,6,32
REQ02386,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,2.2,4,18,34
REQ02387,Accident,H011,"Madras Medical Mission",22,1.2,2,5,4
REQ02388,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,11,21,8,11
REQ02389,Breathing,H029,"Adyar Cancer Institute",30,2.4,4,2,46
REQ02390,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.6,3,6,32
REQ02391,Cardiac,H009,"MIOT International",18,1.8,3,8,26
REQ02392,Trauma,H008,"Fortis Malar Hospital",22,1.1,2,4,34
REQ02393,General Medical,H011,"Madras Medical Mission",30,2.2,4,5,4
REQ02394,Other,H025,"Apollo Hospitals Tondiarpet",30,5.9,11,9,9
REQ02395,General Medical,H028,"Kauvery Hospital Alwarpet",30,1.3,2,1,34
REQ02396,Unconscious,H018,"Chettinad Hospital and Research Institute",30,1.8,3,4,14
REQ02397,Trauma,H011,"Madras Medical Mission",22,9.1,17,5,4
REQ02398,Trauma,H006,"Institute of Child Health and Hospital for Children",22,1.4,3,20,12
REQ02399,General Medical,H010,"Sri Ramachandra Medical Centre",30,6.6,12,1,10
REQ02400,Unconscious,H010,"Sri Ramachandra Medical Centre",30,3.6,7,1,10
REQ02401,Breathing,H004,"Government Royapettah Hospital",30,2.3,4,13,11
REQ02402,Breathing,H025,"Apollo Hospitals Tondiarpet",30,11.7,22,9,9
REQ02403,Breathing,H017,"Gleneagles HealthCity Chennai",30,2.4,4,25,26
REQ02404,Breathing,H024,"Billroth Hospitals",30,2.8,5,4,32
REQ02405,Cardiac,H011,"Madras Medical Mission",18,11.1,21,5,4
REQ02406,Accident,H005,"Government Omandurar Medical College Hospital",22,1.8,3,19,5
REQ02407,Breathing,H009,"MIOT International",30,1.7,3,8,26
REQ02408,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,1.5,3,20,12
REQ02409,Breathing,H002,"Government Stanley Medical College Hospital",30,1.6,3,7,39
REQ02410,Trauma,H025,"Apollo Hospitals Tondiarpet",22,1.3,2,9,9
REQ02411,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,1.6,3,6,32
REQ02412,Accident,H009,"MIOT International",22,0.7,2,8,26
REQ02413,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,2.2,4,9,9
REQ02414,General Medical,H018,"Chettinad Hospital and Research Institute",30,1.4,3,4,14
REQ02415,Accident,H006,"Institute of Child Health and Hospital for Children",22,0.8,2,20,12
REQ02416,Unconscious,H012,"Sundaram Medical Foundation",30,8.2,15,4,33
REQ02417,Accident,H030,"Government Hospital of Thoracic Medicine",22,0.5,2,8,23
REQ02418,Accident,H008,"Fortis Malar Hospital",22,0.2,2,4,34
REQ02419,Trauma,H028,"Kauvery Hospital Alwarpet",22,1,2,1,34
REQ02420,Accident,H011,"Madras Medical Mission",22,8.7,16,5,4
REQ02421,Accident,H028,"Kauvery Hospital Alwarpet",22,2.4,4,1,34
REQ02422,Accident,H006,"Institute of Child Health and Hospital for Children",22,0.9,2,20,12
REQ02423,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,2.2,4,6,32
REQ02424,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.1,2,6,32
REQ02425,Breathing,H025,"Apollo Hospitals Tondiarpet",30,6.5,12,9,9
REQ02426,Other,H023,"ESIC Medical College and Hospital",30,0.4,2,5,32
REQ02427,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.6,12,9,9
REQ02428,General Medical,H030,"Government Hospital of Thoracic Medicine",30,2.9,5,8,23
REQ02429,General Medical,H011,"Madras Medical Mission",30,0.8,2,5,4
REQ02430,Breathing,H008,"Fortis Malar Hospital",30,0.8,2,4,34
REQ02431,Burn,H025,"Apollo Hospitals Tondiarpet",30,4.1,8,9,9
REQ02432,Cardiac,H021,"Hindu Mission Hospital",18,1.2,2,16,6
REQ02433,Cardiac,H009,"MIOT International",18,3.2,6,8,26
REQ02434,General Medical,H025,"Apollo Hospitals Tondiarpet",30,12.2,23,9,9
REQ02435,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,19.8,37,18,34
REQ02436,Trauma,H030,"Government Hospital of Thoracic Medicine",22,1.5,3,8,23
REQ02437,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,1.5,3,18,34
REQ02438,Trauma,H025,"Apollo Hospitals Tondiarpet",22,8.3,16,9,9
REQ02439,General Medical,H011,"Madras Medical Mission",30,1.1,2,5,4
REQ02440,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,3.8,7,9,9
REQ02441,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,1.8,3,18,34
REQ02442,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,6.3,12,18,34
REQ02443,Accident,H011,"Madras Medical Mission",22,1.5,3,5,4
REQ02444,Cardiac,H009,"MIOT International",18,5.4,10,8,26
REQ02445,Stroke,H009,"MIOT International",18,0.3,2,8,26
REQ02446,Stroke,H029,"Adyar Cancer Institute",18,1,2,2,46
REQ02447,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.2,10,18,34
REQ02448,Stroke,H009,"MIOT International",18,2.2,4,8,26
REQ02449,Cardiac,H029,"Adyar Cancer Institute",18,0.9,2,2,46
REQ02450,Cardiac,H009,"MIOT International",18,4.5,9,8,26
REQ02451,Accident,H007,"Apollo Hospitals Greams Road",22,0.7,2,4,24
REQ02452,General Medical,H023,"ESIC Medical College and Hospital",30,2.1,4,5,32
REQ02453,Unconscious,H028,"Kauvery Hospital Alwarpet",30,1.1,2,1,34
REQ02454,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,5,9,9,9
REQ02455,Stroke,H007,"Apollo Hospitals Greams Road",18,1.2,2,4,24
REQ02456,Burn,H010,"Sri Ramachandra Medical Centre",30,4.7,9,1,10
REQ02457,Stroke,H021,"Hindu Mission Hospital",18,5.3,10,16,6
REQ02458,Breathing,H020,"Prashanth Super Speciality Hospital",30,1.6,3,2,14
REQ02459,Cardiac,H009,"MIOT International",18,1.7,3,8,26
REQ02460,General Medical,H018,"Chettinad Hospital and Research Institute",30,1.6,3,4,14
REQ02461,Other,H002,"Government Stanley Medical College Hospital",30,1.7,3,7,39
REQ02462,General Medical,H025,"Apollo Hospitals Tondiarpet",30,2.7,5,9,9
REQ02463,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,1.2,2,6,32
REQ02464,Trauma,H027,"MGM Healthcare",22,1,2,5,16
REQ02465,General Medical,H025,"Apollo Hospitals Tondiarpet",30,5.5,10,9,9
REQ02466,General Medical,H021,"Hindu Mission Hospital",30,0.7,2,16,6
REQ02467,General Medical,H011,"Madras Medical Mission",30,1.2,2,5,4
REQ02468,Cardiac,H021,"Hindu Mission Hospital",18,0.4,2,16,6
REQ02469,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,1.8,3,18,34
REQ02470,Burn,H016,"Apollo Speciality Hospital OMR",30,3.7,7,19,2
REQ02471,Trauma,H030,"Government Hospital of Thoracic Medicine",22,5,9,8,23
REQ02472,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,18.7,35,18,34
REQ02473,Accident,H008,"Fortis Malar Hospital",22,6.2,12,4,34
REQ02474,Accident,H006,"Institute of Child Health and Hospital for Children",22,1.2,2,20,12
REQ02475,Accident,H009,"MIOT International",22,1.7,3,8,26
REQ02476,Unconscious,H009,"MIOT International",30,2.7,5,8,26
REQ02477,Unconscious,H030,"Government Hospital of Thoracic Medicine",30,3.1,6,8,23
REQ02478,Stroke,H011,"Madras Medical Mission",18,3.2,6,5,4
REQ02479,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,10.3,19,8,11
REQ02480,Trauma,H008,"Fortis Malar Hospital",22,1.4,3,4,34
REQ02481,Breathing,H013,"SIMS Hospital",30,0.7,2,5,3
REQ02482,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,3.8,7,8,11
REQ02483,General Medical,H009,"MIOT International",30,1.7,3,8,26
REQ02484,Other,H025,"Apollo Hospitals Tondiarpet",30,6.1,12,9,9
REQ02485,Burn,H018,"Chettinad Hospital and Research Institute",30,1.6,3,4,14
REQ02486,General Medical,H023,"ESIC Medical College and Hospital",30,0.9,2,5,32
REQ02487,Accident,H011,"Madras Medical Mission",22,1.2,2,5,4
REQ02488,Trauma,H025,"Apollo Hospitals Tondiarpet",22,2.7,5,9,9
REQ02489,Trauma,H027,"MGM Healthcare",22,1.7,3,5,16
REQ02490,Accident,H018,"Chettinad Hospital and Research Institute",22,1.8,3,4,14
REQ02491,General Medical,H011,"Madras Medical Mission",30,6.7,12,5,4
REQ02492,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.6,3,6,32
REQ02493,Accident,H007,"Apollo Hospitals Greams Road",22,0.7,2,4,24
REQ02494,Cardiac,H016,"Apollo Speciality Hospital OMR",18,0.8,2,19,2
REQ02495,Accident,H011,"Madras Medical Mission",22,3.8,7,5,4
REQ02496,Cardiac,H012,"Sundaram Medical Foundation",18,1,2,4,33
REQ02497,Breathing,H002,"Government Stanley Medical College Hospital",30,0.8,2,7,39
REQ02498,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,0.8,2,18,34
REQ02499,Breathing,H016,"Apollo Speciality Hospital OMR",30,2.4,5,19,2
REQ02500,Cardiac,H021,"Hindu Mission Hospital",18,3.4,6,16,6
REQ02501,Breathing,H026,"CSI Rainy Multispeciality Hospital",30,1.1,2,8,11
REQ02502,Accident,H027,"MGM Healthcare",22,0.4,2,5,16
REQ02503,General Medical,H002,"Government Stanley Medical College Hospital",30,0.8,2,7,39
REQ02504,General Medical,H027,"MGM Healthcare",30,1.6,3,5,16
REQ02505,Accident,H014,"Vijaya Hospital",22,1.8,3,10,12
REQ02506,Trauma,H009,"MIOT International",22,3.5,7,8,26
REQ02507,Cardiac,H021,"Hindu Mission Hospital",18,3.9,7,16,6
REQ02508,General Medical,H025,"Apollo Hospitals Tondiarpet",30,1.1,2,9,9
REQ02509,General Medical,H012,"Sundaram Medical Foundation",30,7.1,13,4,33
REQ02510,General Medical,H007,"Apollo Hospitals Greams Road",30,2.1,4,4,24
REQ02511,Accident,H009,"MIOT International",22,1.9,4,8,26
REQ02512,Accident,H009,"MIOT International",22,3.8,7,8,26
REQ02513,Cardiac,H012,"Sundaram Medical Foundation",18,0.9,2,4,33
REQ02514,General Medical,H006,"Institute of Child Health and Hospital for Children",30,1.4,3,20,12
REQ02515,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,6.5,12,9,9
REQ02516,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,1.9,3,18,34
REQ02517,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.5,3,19,2
REQ02518,Unconscious,H002,"Government Stanley Medical College Hospital",30,2.2,4,7,39
REQ02519,Trauma,H011,"Madras Medical Mission",22,2.8,5,5,4
REQ02520,General Medical,H013,"SIMS Hospital",30,0.3,2,5,3
REQ02521,General Medical,H019,"Dr. Kamakshi Memorial Hospital",30,1.6,3,18,34
REQ02522,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,1.8,3,8,11
REQ02523,Trauma,H009,"MIOT International",22,6.3,12,8,26
REQ02524,Accident,H023,"ESIC Medical College and Hospital",22,1.3,2,5,32
REQ02525,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,17.7,33,18,34
REQ02526,Unconscious,H016,"Apollo Speciality Hospital OMR",30,1.8,3,19,2
REQ02527,Stroke,H012,"Sundaram Medical Foundation",18,1.7,3,4,33
REQ02528,Accident,H025,"Apollo Hospitals Tondiarpet",22,10.2,19,9,9
REQ02529,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.3,4,19,2
REQ02530,Breathing,H013,"SIMS Hospital",30,1.6,3,5,3
REQ02531,Accident,H007,"Apollo Hospitals Greams Road",22,1.7,3,4,24
REQ02532,Cardiac,H009,"MIOT International",18,3,6,8,26
REQ02533,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,2.1,4,8,11
REQ02534,Trauma,H011,"Madras Medical Mission",22,1,2,5,4
REQ02535,General Medical,H011,"Madras Medical Mission",30,2.5,5,5,4
REQ02536,Stroke,H001,"Rajiv Gandhi Government General Hospital",18,1.1,2,6,32
REQ02537,Unconscious,H008,"Fortis Malar Hospital",30,1.4,3,4,34
REQ02538,Breathing,H028,"Kauvery Hospital Alwarpet",30,1.9,4,1,34
REQ02539,Accident,H021,"Hindu Mission Hospital",22,0.3,2,16,6
REQ02540,Accident,H025,"Apollo Hospitals Tondiarpet",22,10.7,20,9,9
REQ02541,Burn,H004,"Government Royapettah Hospital",30,0.9,2,13,11
REQ02542,Accident,H021,"Hindu Mission Hospital",22,1.3,2,16,6
REQ02543,Burn,H030,"Government Hospital of Thoracic Medicine",30,1.3,2,8,23
REQ02544,Accident,H007,"Apollo Hospitals Greams Road",22,0.7,2,4,24
REQ02545,General Medical,H002,"Government Stanley Medical College Hospital",30,0.4,2,7,39
REQ02546,Accident,H011,"Madras Medical Mission",22,3.5,7,5,4
REQ02547,Accident,H008,"Fortis Malar Hospital",22,1.4,3,4,34
REQ02548,General Medical,H013,"SIMS Hospital",30,0.7,2,5,3
REQ02549,General Medical,H012,"Sundaram Medical Foundation",30,1,2,4,33
REQ02550,Cardiac,H012,"Sundaram Medical Foundation",18,6,11,4,33
REQ02551,Accident,H025,"Apollo Hospitals Tondiarpet",22,12.8,24,9,9
REQ02552,Cardiac,H012,"Sundaram Medical Foundation",18,2,4,4,33
REQ02553,Accident,H006,"Institute of Child Health and Hospital for Children",22,2.3,4,20,12
REQ02554,Accident,H027,"MGM Healthcare",22,0.8,2,5,16
REQ02555,Breathing,H010,"Sri Ramachandra Medical Centre",30,3.7,7,1,10
REQ02556,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.7,3,4,24
REQ02557,Breathing,H007,"Apollo Hospitals Greams Road",30,2.5,5,4,24
REQ02558,Cardiac,H021,"Hindu Mission Hospital",18,4.2,8,16,6
REQ02559,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,6.5,12,18,34
REQ02560,Breathing,H024,"Billroth Hospitals",30,0.1,2,4,32
REQ02561,Cardiac,H011,"Madras Medical Mission",18,6.1,11,5,4
REQ02562,Breathing,H017,"Gleneagles HealthCity Chennai",30,2.8,5,25,26
REQ02563,Accident,H008,"Fortis Malar Hospital",22,1.3,2,4,34
REQ02564,General Medical,H021,"Hindu Mission Hospital",30,1.7,3,16,6
REQ02565,Stroke,H006,"Institute of Child Health and Hospital for Children",18,2.2,4,20,12
REQ02566,Cardiac,H007,"Apollo Hospitals Greams Road",18,2.7,5,4,24
REQ02567,General Medical,H017,"Gleneagles HealthCity Chennai",30,4.5,8,25,26
REQ02568,Trauma,H018,"Chettinad Hospital and Research Institute",22,1.3,2,4,14
REQ02569,General Medical,H025,"Apollo Hospitals Tondiarpet",30,8.4,16,9,9
REQ02570,Accident,H027,"MGM Healthcare",22,0.9,2,5,16
REQ02571,Accident,H011,"Madras Medical Mission",22,1.2,2,5,4
REQ02572,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.1,10,18,34
REQ02573,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,5.2,10,18,34
REQ02574,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.1,2,4,24
REQ02575,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,7.8,15,8,11
REQ02576,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.5,3,2,14
REQ02577,Accident,H001,"Rajiv Gandhi Government General Hospital",22,2,4,6,32
REQ02578,Unconscious,H016,"Apollo Speciality Hospital OMR",30,2.3,4,19,2
REQ02579,Accident,H027,"MGM Healthcare",22,2.3,4,5,16
REQ02580,Unconscious,H010,"Sri Ramachandra Medical Centre",30,10.5,20,1,10
REQ02581,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,3.3,6,18,34
REQ02582,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,5.3,10,18,34
REQ02583,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,5.9,11,18,34
REQ02584,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.8,3,6,32
REQ02585,Trauma,H027,"MGM Healthcare",22,0.7,2,5,16
REQ02586,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,1.5,3,20,12
REQ02587,Breathing,H028,"Kauvery Hospital Alwarpet",30,1.1,2,1,34
REQ02588,Stroke,H006,"Institute of Child Health and Hospital for Children",18,1.2,2,20,12
REQ02589,Breathing,H012,"Sundaram Medical Foundation",30,1.7,3,4,33
